0.12932266129064374,2,2,0.0,0.0,
16.667433023190824,2,2,0.0,0.0,
33.33979262394132,2,2,0.0,0.0,
50.00763619525242,2,2,0.0,0.0,
66.66891099649365,2,2,0.0,0.0,
83.34209169348469,2,2,0.0,0.0,
100.01321964984527,2,2,0.0,0.0,
116.6773682879575,2,2,0.0,0.0,
133.33946418543928,2,2,0.0,0.0,
150.0114132380695,2,2,0.0,0.0,
166.67391968367156,2,2,0.0,0.0,
183.3499742175918,2,2,0.0,0.0,
200.01248066319386,2,2,0.0,0.0,
216.67621875318582,2,2,0.0,0.0,
233.34980999835534,2,2,0.0,0.0,
250.00574767385842,2,2,0.0,0.0,
266.6772861783393,2,2,0.0,0.0,
283.33363440199173,2,2,0.0,0.0,
300.0047623583523,2,2,0.0,0.0,
316.682869632903,2,2,0.0,0.0,
333.33388073087553,2,2,0.0,0.0,
350.0078825241362,2,2,0.0,0.0,
366.6921480206656,2,2,0.0,0.0,
383.3439802148787,2,2,0.0,0.0,
400.01223433431005,2,2,0.0,0.0,
416.6669403654232,2,2,0.0,0.0,
433.336836677423,2,2,0.0,0.0,
450.0133017594635,2,2,0.0,0.0,
466.686893004633,2,2,0.0,0.0,
483.3473467095464,2,2,0.0,0.0,
500.0229906953755,2,2,0.0,0.0,
516.6937081035867,2,2,0.0,0.0,
533.3787946963857,2,2,0.0,0.0,
550.0117416765424,2,2,0.0,0.0,
566.6709637371241,2,2,0.0,0.0,
583.3523553967825,2,2,0.0,0.0,
600.0000821096473,2,2,0.0,0.0,
616.6699784215889,2,2,0.0,0.0,
633.3341270597302,2,2,0.0,0.0,
650.0011495348008,2,2,0.0,0.0,
666.667761461722,2,2,0.0,0.0,
683.3491531213513,2,2,0.0,0.0,
700.0018064118049,2,2,0.0,0.0,
716.668418338726,2,2,0.0,0.0,
733.3358513618878,2,2,0.0,0.0,
750.0106742514472,2,2,0.0,0.0,
766.6678435713402,2,2,0.0,0.0,
783.3356871426513,2,2,0.0,0.0,
800.0006568770332,2,2,0.0,0.0,
816.6676793520746,2,2,0.0,0.0,
833.3351123752363,2,2,0.0,0.0,
850.0078825241362,2,2,0.0,0.0,
866.6785999323765,2,2,0.0,0.0,
883.3419274742191,2,2,0.0,0.0,
900.0118237861898,2,2,0.0,0.0,
916.6739196836716,2,2,0.0,0.0,
933.3376577736635,2,2,0.0,0.0,
950.0005747673858,2,2,0.0,0.0,
966.6692394349666,2,2,0.0,0.0,
983.3543260277947,2,2,0.0,0.0,
1000.0049265775888,2,2,0.0,0.0,
1016.6682541194605,2,2,0.0,0.0,
1033.3410242683603,2,2,0.0,0.0,
1050.0080467434018,2,2,0.0,0.0,
1066.6750692184432,2,2,0.0,0.0,
1083.3363440196554,2,2,0.0,0.0,
1100.0066508797463,2,2,0.0,0.0,
1116.6769577398372,2,2,0.0,0.0,
1133.3349481559999,2,2,0.0,0.0,
1150.004023371701,2,2,0.0,0.0,
1166.6763829724514,2,2,0.0,0.0,
1183.3454581881524,2,2,0.0,0.0,
1200.0083751819038,2,2,0.0,0.0,
1216.6741660125263,2,2,0.0,0.0,
1233.3539154796745,2,2,0.0,0.0,
1250.0168324733968,2,2,0.0,0.0,
1266.6785178227292,2,2,0.0,0.0,
1283.3365082388918,2,2,0.0,0.0,
1300.0178998985211,2,2,0.0,0.0,
1316.70011265442,2,2,0.0,0.0,
1333.3396284046758,2,2,0.0,0.0,
1350.0185567755252,2,2,0.0,0.0,
1366.6703889697383,2,2,0.0,0.0,
1383.3341270597302,2,2,0.0,0.0,
1400.0073077567504,2,2,0.0,0.0,
1416.6804884537705,2,2,0.0,0.0,
1433.340942158713,2,2,0.0,0.0,
1450.0149439519737,2,2,0.0,0.0,
1466.6782714938454,2,2,0.0,0.0,
1483.3436517764057,2,2,0.0,0.0,
1500.0094426070282,2,2,0.0,0.0,
